time,pressure1,pressure2,pressure3,temparature1,temparature2,flow meter,servo
9220.0,0.28,0.65,-0.19,23.75,25.0,-3.36,0.0
9245.0,0.0,-0.09,-0.19,23.75,24.75,-3.36,0.0
9270.0,0.0,-0.19,-0.19,23.75,24.75,-2.24,0.0
9295.0,-0.19,0.0,-0.09,23.75,24.75,0.0,0.0
9320.0,-0.19,-0.19,0.65,23.75,24.75,2.24,0.0
9345.0,-0.19,0.0,-0.19,23.75,24.75,-1.12,0.0
9370.0,0.56,-0.09,-0.09,23.75,24.75,-4.48,0.0
9395.0,0.0,0.09,0.0,23.75,24.75,-2.24,0.0
9420.0,0.0,-0.19,0.09,23.75,24.75,-2.24,0.0
9445.0,-0.09,0.65,-0.19,23.75,24.75,-2.24,0.0
9470.0,-0.19,-0.09,-0.37,23.75,24.75,-3.36,0.0
9495.0,-0.09,-0.19,-0.19,23.25,24.75,-2.24,0.0
9520.0,-0.19,0.0,0.09,23.25,24.75,0.0,0.0
9545.0,0.0,-0.19,-0.19,23.25,24.75,-2.24,0.0
9570.0,-0.09,-0.09,-0.19,23.25,24.75,1.12,0.0
9595.0,-0.09,-0.19,-0.19,23.25,24.75,-3.36,0.0
9620.0,-0.09,0.09,0.0,23.25,24.75,-4.48,0.0
9645.0,-0.19,-0.09,0.56,23.25,24.75,-2.24,0.0
9670.0,-0.28,0.65,-0.19,23.25,24.75,-3.36,0.0
9695.0,0.56,-0.09,-0.19,23.25,24.75,-1.12,0.0
9720.0,0.09,-0.19,-0.19,23.25,24.75,-4.48,0.0
9745.0,-0.09,-0.09,0.19,23.5,24.75,-2.24,0.0
9770.0,-0.19,-0.19,-0.19,23.5,24.75,1.12,0.0
9795.0,-0.19,0.0,-0.28,23.5,24.75,-3.36,0.0
9820.0,-0.19,-0.09,-0.09,23.5,24.75,-1.12,0.0
9845.0,0.37,0.09,-0.09,23.5,24.75,-4.48,0.0
9870.0,0.19,-0.19,-0.09,23.5,24.75,-3.36,0.0
9895.0,0.0,0.74,-0.19,23.5,24.75,-4.48,0.0
9920.0,-0.09,-0.09,-0.19,23.5,24.75,-1.12,0.0
9945.0,-0.19,-0.09,0.0,23.5,24.75,-2.24,0.0
9970.0,-0.09,0.0,0.37,23.5,24.75,-1.12,0.0
9995.0,-0.19,-0.19,-0.19,23.75,25.0,-4.48,0.0
10020.0,0.09,0.0,-0.28,23.75,25.0,3.36,0.0
10045.0,0.0,-0.09,-0.09,23.75,25.0,-3.36,0.0
10070.0,-0.09,0.19,0.19,23.75,25.0,0.0,0.0
10095.0,-0.19,-0.19,-0.19,23.75,25.0,-1.12,0.0
10120.0,-0.19,0.65,-0.19,23.75,25.0,-3.36,0.0
10145.0,-0.19,-0.19,-0.19,23.75,25.0,-3.36,0.0
10170.0,0.65,-0.19,-0.09,23.75,25.0,-2.24,0.0
10195.0,0.09,-0.09,0.19,23.75,25.0,-4.48,0.0
10220.0,-0.09,-0.19,-0.19,23.75,25.0,-2.24,0.0
10245.0,-0.09,-0.09,-0.19,23.25,25.0,-2.24,0.0
10270.0,-0.19,-0.09,0.0,23.25,25.0,-3.36,0.0
10295.0,-0.19,0.19,0.19,23.25,25.0,-3.36,0.0
10320.0,0.0,-0.09,-0.09,23.25,25.0,0.0,0.0
10345.0,0.09,0.65,-0.19,23.25,25.0,-2.24,0.0
10370.0,0.0,-0.09,-0.09,23.25,25.0,-2.24,0.0
10395.0,-0.09,-0.19,0.09,23.25,25.0,-2.24,0.0
10420.0,-0.19,0.09,-0.28,23.25,25.0,-2.24,0.0
10445.0,-0.19,-0.09,-0.19,23.25,25.0,-2.24,0.0
10470.0,-0.19,0.0,-0.19,23.25,25.0,-2.24,0.0
10495.0,0.28,-0.19,-0.09,23.75,24.75,-3.36,0.0
10520.0,0.0,0.28,0.46,23.75,24.75,-2.24,0.0
10545.0,-0.09,-0.19,-0.28,23.75,24.75,4.48,0.0
10570.0,-0.09,0.56,-0.09,23.75,24.75,-4.48,0.0
10595.0,-0.28,-0.09,-0.09,23.75,24.75,-4.48,0.0
10620.0,-0.19,-0.19,0.09,23.75,24.75,-2.24,0.0
10645.0,0.65,-0.19,-0.28,23.75,24.75,-2.24,0.0
10670.0,0.19,-0.09,-0.28,23.75,24.75,-1.12,0.0
10695.0,-0.09,0.09,-0.19,23.75,24.75,-2.24,0.0
10720.0,-0.09,-0.09,0.09,23.75,24.75,-4.48,0.0
10745.0,-0.19,0.28,-0.19,23.5,24.75,-2.24,0.0
10770.0,-0.19,-0.19,-0.19,23.5,24.75,1.12,0.0
10795.0,-0.19,0.28,-0.19,23.5,24.75,-2.24,0.0
10820.0,0.09,-0.09,-0.09,23.5,24.75,-4.48,0.0
10845.0,-0.09,-0.09,0.56,23.5,24.75,-3.36,0.0
10870.0,-0.09,-0.09,-0.09,23.5,24.75,-3.36,0.0
10895.0,-0.19,-0.19,-0.09,23.5,24.75,-1.12,0.0
10920.0,-0.19,-0.09,-0.09,23.5,24.75,0.0,0.0
10945.0,-0.19,-0.09,0.09,23.5,24.75,-1.12,0.0
10970.0,0.37,0.19,-0.28,23.5,24.75,-4.48,0.0
10995.0,0.0,-0.09,-0.19,23.5,25.25,0.0,0.0
11020.0,-0.19,0.28,-0.19,23.5,25.25,-2.24,0.0
11045.0,-0.09,-0.09,0.09,23.5,25.25,-1.12,0.0
11070.0,-0.19,0.0,-0.28,23.5,25.25,-2.24,0.0
11095.0,-0.19,-0.19,-0.28,23.5,25.25,-2.24,0.0
11120.0,0.46,-0.09,-0.19,23.5,25.25,-2.24,0.0
11145.0,0.19,0.0,-0.09,23.5,25.25,2.24,0.0
11170.0,0.0,-0.09,0.56,23.5,25.25,-2.24,0.0
11195.0,-0.09,0.09,-0.19,23.5,25.25,-2.24,0.0
11220.0,-0.19,-0.09,-0.19,23.5,25.25,-3.36,0.0
11245.0,-0.28,0.09,-0.09,23.75,24.75,0.0,0.0
11270.0,-0.09,-0.09,0.09,23.75,24.75,-1.12,0.0
11295.0,0.09,0.0,-0.28,23.75,24.75,-3.36,0.0
