time,pressure1,pressure2,pressure3,temparature1,temparature2,flow meter,servo
16768.0,-17.24,-17.24,-17.24,25.0,25.0,-208.25,0.0
16793.0,-17.24,-17.14,-17.24,25.0,25.0,-208.25,0.0
16818.0,-17.24,-17.24,-17.24,25.0,25.0,-208.25,0.0
16843.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
16868.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
16893.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
16918.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
16943.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
16968.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
16993.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
17018.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
17043.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
17068.0,-17.24,-17.24,-17.24,24.5,24.75,-208.25,0.0
17093.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17118.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17143.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17168.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17193.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17218.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17243.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17268.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17293.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17318.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
17343.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17368.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17393.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17418.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17443.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17468.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17493.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17518.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17543.0,-17.24,-17.24,-17.24,24.75,24.75,-208.25,0.0
17568.0,-17.24,-17.14,-17.24,24.75,24.75,-208.25,0.0
17593.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17618.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17643.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17668.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17693.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17718.0,-17.24,-17.24,-17.14,24.5,24.5,-208.25,0.0
17743.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17768.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17793.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17818.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,0.0
17843.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
17868.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
17893.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
17918.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
17943.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
17968.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
17993.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18018.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18043.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18068.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18093.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18118.0,-17.24,-17.24,-17.14,24.5,25.0,-208.25,0.0
18143.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18168.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18193.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18218.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18243.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18268.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18293.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18318.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18343.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18368.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18393.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18418.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18443.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18468.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18493.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18518.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18543.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18568.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,0.0
18593.0,-17.24,-17.14,-17.24,24.75,24.25,-208.25,0.0
18618.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18643.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18668.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18693.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18718.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18743.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18768.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18793.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18818.0,-17.24,-17.24,-17.24,24.75,24.25,-208.25,0.0
18843.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
18868.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
18893.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
18918.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
18943.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
18968.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
18993.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19018.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19043.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19068.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19093.0,-17.24,-17.24,-17.24,24.0,25.0,-208.25,0.0
19118.0,-17.24,-17.24,-17.24,24.0,25.0,-208.25,0.0
19143.0,-17.24,-17.24,-17.24,24.0,25.0,-208.25,0.0
19168.0,-17.24,-17.14,-17.24,24.0,25.0,-208.25,0.0
19193.0,-17.24,-17.24,-17.24,24.0,25.0,-208.25,0.0
19218.0,-17.24,-17.24,-17.24,24.0,25.0,-208.25,0.0
19243.0,-17.24,-17.24,-17.24,24.0,25.0,-208.25,0.0
19268.0,-17.24,-17.24,-17.24,24.0,25.0,-208.25,0.0
19293.0,-17.24,-17.24,-17.24,24.0,25.0,-207.13,0.0
19318.0,-17.24,-17.24,-17.24,24.0,25.0,-208.25,0.0
19343.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19368.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19393.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19418.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19443.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19468.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19493.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19518.0,-17.24,-17.14,-17.24,24.75,25.0,-208.25,0.0
19543.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19568.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
19593.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
19618.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
19643.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
19668.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
19693.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
19718.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
19743.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
19768.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,0.0
19793.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
19818.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
19843.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
19868.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
19893.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
19918.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
19943.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
19968.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
19993.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20018.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20043.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20068.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20093.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20118.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20143.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20168.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20193.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20218.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20243.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20268.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20293.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20318.0,-17.24,-17.24,-17.24,24.5,25.0,-208.25,90.0
20343.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20368.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20393.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20418.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20443.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20468.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20493.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20518.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20543.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20568.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
20593.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20618.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20643.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20668.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20693.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20718.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20743.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20768.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20793.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20818.0,-17.24,-17.24,-17.24,24.25,25.0,-208.25,90.0
20843.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
20868.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
20893.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
20918.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
20943.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
20968.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
20993.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
21018.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
21043.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
21068.0,-17.24,-17.24,-17.24,24.5,24.5,-208.25,90.0
21093.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21118.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21143.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21168.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21193.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21218.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21243.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21268.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21293.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21318.0,-17.24,-17.24,-17.24,24.75,24.5,-208.25,90.0
21343.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21368.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21393.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21418.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21443.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21468.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21493.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21518.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21543.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21568.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,90.0
21593.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,90.0
21618.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,90.0
21643.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,90.0
21668.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,0.0
21693.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,0.0
21718.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,0.0
21743.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,0.0
21768.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,0.0
21793.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,0.0
21818.0,-17.24,-17.24,-17.24,24.75,25.25,-208.25,0.0
21843.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
21868.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
21893.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
21918.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
21943.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
21968.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
21993.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
22018.0,-17.24,-17.24,-17.24,24.75,25.0,-208.25,0.0
