time,pressure1,pressure2,pressure3,temparature1,temparature2,flow meter,servo
42947.0,-0.28,-0.19,-0.19,29.0,29.25,-3.36,0.0
42972.0,0.37,0.0,-0.09,29.0,29.25,-3.36,0.0
42997.0,0.0,-0.19,0.09,29.0,29.25,-3.36,0.0
43022.0,-0.19,0.0,-0.19,29.0,29.25,-1.12,0.0
43047.0,-0.19,-0.09,-0.19,29.0,29.25,-3.36,0.0
43072.0,-0.19,0.09,-0.09,28.75,29.0,-2.24,0.0
43097.0,-0.28,-0.09,0.09,28.75,29.0,-2.24,0.0
43122.0,-0.19,-0.09,-0.19,28.75,29.0,-4.48,0.0
43147.0,-0.28,-0.09,-0.19,28.75,29.0,-3.36,0.0
43172.0,0.28,-0.19,-0.19,28.75,29.0,-1.12,0.0
43197.0,-0.09,-0.09,-0.09,28.75,29.0,-2.24,0.0
43222.0,-0.09,-0.19,0.28,28.75,29.0,-3.36,0.0
43247.0,-0.19,0.09,-0.19,28.75,29.0,-4.48,0.0
43272.0,-0.19,-0.09,-0.19,28.75,29.0,0.0,0.0
43297.0,-0.19,0.09,0.0,28.75,29.0,0.0,0.0
43322.0,-0.37,0.0,0.37,28.5,29.0,-2.24,0.0
43347.0,-0.28,-0.09,-0.19,28.5,29.0,0.0,0.0
43372.0,0.19,0.0,-0.19,28.5,29.0,-3.36,0.0
43397.0,-0.09,-0.19,-0.09,28.5,29.0,-2.24,0.0
43422.0,-0.09,0.09,0.09,28.5,29.0,-3.36,0.0
43447.0,-0.09,-0.19,-0.19,28.5,29.0,-2.24,0.0
43472.0,-0.19,0.28,-0.19,28.5,29.0,-2.24,0.0
43497.0,-0.09,-0.09,-0.09,28.5,29.0,-3.36,0.0
43522.0,-0.19,-0.28,0.19,28.5,29.0,-3.36,0.0
43547.0,-0.19,-0.09,-0.19,28.5,29.0,0.0,0.0
43572.0,0.0,-0.19,-0.19,28.75,28.5,-3.36,0.0
43597.0,0.0,0.09,-0.19,28.75,28.5,-2.24,0.0
43622.0,0.0,-0.19,0.0,28.75,28.5,-2.24,0.0
43647.0,-0.09,0.56,-0.19,28.75,28.5,-3.36,0.0
43672.0,-0.19,-0.09,-0.19,28.75,28.5,-3.36,0.0
43697.0,-0.09,-0.19,-0.19,28.75,28.5,-4.48,0.0
43722.0,-0.19,-0.09,-0.09,28.75,28.5,-2.24,0.0
43747.0,-0.19,-0.28,0.37,28.75,28.5,-3.36,0.0
43772.0,-0.09,0.09,-0.19,28.75,28.5,-3.36,0.0
43797.0,-0.09,-0.09,-0.19,28.75,28.5,-4.48,0.0
43822.0,0.0,0.56,-0.09,28.75,29.0,-3.36,0.0
43847.0,-0.09,-0.09,0.37,28.75,29.0,-5.6,0.0
43872.0,-0.19,-0.09,-0.19,28.75,29.0,-3.36,0.0
43897.0,-0.28,-0.09,-0.19,28.75,29.0,-1.12,0.0
43922.0,-0.28,-0.19,-0.09,28.75,29.0,0.0,0.0
43947.0,-0.28,0.09,0.09,28.75,29.0,-4.48,0.0
43972.0,-0.28,-0.19,-0.19,28.75,29.0,-3.36,0.0
43997.0,0.09,0.37,-0.09,28.75,29.0,-2.24,0.0
44022.0,0.0,-0.09,-0.09,28.75,29.0,-2.24,0.0
44047.0,-0.19,-0.19,0.19,28.75,29.0,-1.12,0.0
44072.0,-0.19,0.0,-0.19,28.25,28.75,-4.48,0.0
44097.0,-0.28,-0.19,-0.19,28.25,28.75,-2.24,0.0
44122.0,-0.28,0.09,-0.09,28.25,28.75,-1.12,0.0
44147.0,-0.28,-0.19,0.0,28.25,28.75,-1.12,0.0
44172.0,-0.28,0.28,-0.09,28.25,28.75,-3.36,0.0
44197.0,0.09,-0.09,-0.19,28.25,28.75,-1.12,0.0
44222.0,0.0,-0.09,-0.19,28.25,28.75,1.12,0.0
44247.0,-0.09,-0.09,-0.09,28.25,28.75,-2.24,0.0
44272.0,-0.19,-0.09,0.56,28.25,28.75,-5.6,0.0
44297.0,-0.19,0.09,-0.19,28.25,28.75,-3.36,0.0
44322.0,-0.19,-0.09,-0.19,29.0,28.5,-4.48,0.0
44347.0,-0.19,0.37,-0.09,29.0,28.5,-3.36,0.0
